,,,,age,sex,race,eth
1071.0,1.0,13600.0,20,15,1,0,0
1071.0,1.0,13600.0,21,16,1,0,0
1071.0,1.0,13600.0,22,17,0,0,0
1071.0,1.0,13600.0,23,17,1,0,0
1071.0,1.0,13600.0,24,18,0,0,0
2006.0,13.0,813102.0,0,0,1,0,0
2006.0,13.0,813102.0,1,2,0,0,0
2006.0,13.0,813102.0,2,2,1,0,0
2006.0,13.0,813102.0,3,4,1,0,0
2006.0,13.0,813102.0,4,6,1,0,0
2006.0,13.0,813102.0,5,7,0,0,0
2006.0,13.0,813102.0,6,7,1,0,0
2006.0,13.0,813102.0,7,8,1,0,0
2006.0,13.0,813102.0,8,9,0,0,0
2006.0,13.0,813102.0,9,11,0,0,0
2006.0,13.0,813102.0,10,11,1,0,0
2006.0,13.0,813102.0,11,12,1,0,0
2006.0,13.0,813102.0,12,14,0,0,0
2006.0,13.0,813102.0,13,15,0,0,0
2006.0,13.0,813102.0,14,16,1,0,0
2006.0,13.0,813102.0,15,18,0,0,0
1036.0,9.0,250200.0,0,0,1,0,1
1036.0,9.0,250200.0,1,1,1,0,1
1036.0,9.0,250200.0,2,2,1,0,1
1036.0,9.0,250200.0,3,4,0,0,1
1036.0,9.0,250200.0,4,4,1,10,1
1036.0,9.0,250200.0,5,5,1,0,1
1036.0,9.0,250200.0,6,6,0,5,1
1036.0,9.0,250200.0,7,8,1,5,1
1036.0,9.0,250200.0,8,10,0,0,1
1036.0,9.0,250200.0,9,11,0,1,1
1036.0,9.0,250200.0,10,11,1,0,1
1036.0,9.0,250200.0,11,12,0,5,0
1036.0,9.0,250200.0,12,12,0,5,1
1036.0,9.0,250200.0,13,12,1,5,1
1036.0,9.0,250200.0,14,13,1,0,1
1036.0,9.0,250200.0,15,14,0,1,1
1036.0,9.0,250200.0,16,14,0,5,1
1036.0,9.0,250200.0,17,15,0,0,1
1036.0,9.0,250200.0,18,15,1,10,1
1036.0,9.0,250200.0,19,16,1,0,1
1036.0,9.0,250200.0,20,17,0,0,1
1036.0,9.0,250200.0,21,17,1,5,0
1036.0,9.0,250200.0,22,18,0,0,0
1036.0,9.0,250200.0,23,18,0,5,1
1001.0,23.0,510700.0,0,0,0,0,0
1001.0,23.0,510700.0,1,1,1,1,0
1001.0,23.0,510700.0,2,2,1,1,0
1001.0,23.0,510700.0,3,3,0,1,0
1001.0,23.0,510700.0,4,4,0,0,1
1001.0,23.0,510700.0,5,4,1,1,0
1001.0,23.0,510700.0,6,5,0,14,0
1001.0,23.0,510700.0,7,5,1,1,0
1001.0,23.0,510700.0,8,6,0,1,0
1001.0,23.0,510700.0,9,6,1,1,0
1001.0,23.0,510700.0,10,8,0,1,0
1001.0,23.0,510700.0,11,9,1,1,0
1001.0,23.0,510700.0,12,10,0,1,0
1001.0,23.0,510700.0,13,10,1,1,0
1001.0,23.0,510700.0,14,11,0,0,0
1001.0,23.0,510700.0,15,12,0,0,1
1001.0,23.0,510700.0,16,13,0,1,0
1001.0,23.0,510700.0,17,14,0,1,0
1001.0,23.0,510700.0,18,15,1,14,0
1001.0,23.0,510700.0,19,17,0,1,0
1001.0,23.0,510700.0,20,17,1,6,0
1001.0,23.0,510700.0,21,18,0,0,1
1001.0,23.0,510700.0,22,18,0,1,0
1001.0,23.0,510700.0,23,18,0,1,1
1001.0,23.0,510700.0,24,18,0,3,0
1001.0,23.0,510700.0,25,18,0,20,0
1001.0,23.0,510700.0,26,18,1,0,0
1001.0,23.0,510700.0,27,18,1,5,0
1021.0,13.0,812800.0,0,1,1,5,1
1021.0,13.0,812800.0,1,2,0,0,0
1021.0,13.0,812800.0,2,3,0,0,0
1021.0,13.0,812800.0,3,3,1,0,0
1021.0,13.0,812800.0,4,4,1,0,0
1021.0,13.0,812800.0,5,5,1,0,0
1021.0,13.0,812800.0,6,6,0,0,0
1021.0,13.0,812800.0,7,6,1,0,0
1021.0,13.0,812800.0,8,7,0,0,0
1021.0,13.0,812800.0,9,8,1,0,0
1021.0,13.0,812800.0,10,9,1,0,0
1021.0,13.0,812800.0,11,10,0,5,1
1021.0,13.0,812800.0,12,10,1,0,0
1021.0,13.0,812800.0,13,11,0,5,1
1021.0,13.0,812800.0,14,12,1,5,1
1021.0,13.0,812800.0,15,13,0,0,0
1021.0,13.0,812800.0,16,13,1,5,1
1021.0,13.0,812800.0,17,15,0,0,0
1021.0,13.0,812800.0,18,17,0,0,1
1021.0,13.0,812800.0,19,17,1,0,0
1021.0,13.0,812800.0,20,18,0,0,0
1021.0,13.0,812800.0,21,18,0,0,1
1021.0,13.0,812800.0,22,18,0,1,0
1021.0,13.0,812800.0,23,18,1,5,1
1011.0,21.0,412300.0,0,0,1,0,0
1011.0,21.0,412300.0,1,1,0,0,0
1011.0,21.0,412300.0,2,2,1,0,0
1011.0,21.0,412300.0,3,3,1,0,0
1011.0,21.0,412300.0,4,4,0,0,0
1011.0,21.0,412300.0,5,5,1,0,0
1011.0,21.0,412300.0,6,6,1,0,0
1011.0,21.0,412300.0,7,8,0,0,0
1011.0,21.0,412300.0,8,9,0,0,0
1011.0,21.0,412300.0,9,13,1,0,0
1011.0,21.0,412300.0,10,15,0,0,0
1011.0,21.0,412300.0,11,16,0,0,0
1011.0,21.0,412300.0,12,16,1,0,0
1011.0,21.0,412300.0,13,17,1,0,0
1011.0,21.0,412300.0,14,17,1,3,0
1011.0,21.0,412300.0,15,17,1,8,0
1011.0,21.0,412300.0,16,18,0,0,0
1011.0,21.0,412300.0,17,18,0,0,1
1011.0,21.0,412300.0,18,18,0,3,0
1011.0,21.0,412300.0,19,18,1,8,0
3006.0,1.0,13002.0,0,1,1,0,0
3006.0,1.0,13002.0,1,2,0,0,0
3006.0,1.0,13002.0,2,2,1,0,0
3006.0,1.0,13002.0,3,4,0,0,0
3006.0,1.0,13002.0,4,4,1,0,0
3006.0,1.0,13002.0,5,5,1,0,0
3006.0,1.0,13002.0,6,7,1,1,0
3006.0,1.0,13002.0,7,8,0,0,0
3006.0,1.0,13002.0,8,9,0,0,0
3006.0,1.0,13002.0,9,11,0,0,0
3006.0,1.0,13002.0,10,14,0,0,0
3006.0,1.0,13002.0,11,14,0,10,1
3006.0,1.0,13002.0,12,14,1,1,0
3006.0,1.0,13002.0,13,15,0,0,0
3006.0,1.0,13002.0,14,16,0,0,0
3006.0,1.0,13002.0,15,18,0,0,1
3006.0,1.0,13002.0,16,18,0,7,0
3006.0,1.0,13002.0,17,18,0,11,0
3006.0,1.0,13002.0,18,18,0,24,0
3006.0,1.0,13002.0,19,18,1,0,0
3006.0,1.0,13002.0,20,18,1,1,0
3006.0,1.0,13002.0,21,18,1,2,0
3006.0,1.0,13002.0,22,18,1,6,0
3006.0,1.0,13002.0,23,18,1,10,1
1056.0,27.0,738202.0,0,0,0,0,0
1056.0,27.0,738202.0,1,1,0,0,0
1056.0,27.0,738202.0,2,1,1,0,0
1056.0,27.0,738202.0,3,3,1,0,0
1056.0,27.0,738202.0,4,4,1,0,0
1056.0,27.0,738202.0,5,6,1,0,0
1056.0,27.0,738202.0,6,7,1,0,0
1056.0,27.0,738202.0,7,8,1,0,0
1056.0,27.0,738202.0,8,9,1,0,0
1056.0,27.0,738202.0,9,10,1,3,0
1056.0,27.0,738202.0,10,11,0,0,0
1056.0,27.0,738202.0,11,11,1,0,0
1056.0,27.0,738202.0,12,12,0,0,0
1056.0,27.0,738202.0,13,13,1,0,0
1056.0,27.0,738202.0,14,15,0,0,0
1056.0,27.0,738202.0,15,15,1,0,0
1056.0,27.0,738202.0,16,18,0,0,1
1056.0,27.0,738202.0,17,18,0,5,1
1056.0,27.0,738202.0,18,18,1,0,0
1056.0,27.0,738202.0,19,18,1,3,0
4007.0,25.0,180301.0,0,1,0,0,0
4007.0,25.0,180301.0,1,2,0,0,0
4007.0,25.0,180301.0,2,2,1,0,0
4007.0,25.0,180301.0,3,3,0,0,0
4007.0,25.0,180301.0,4,4,0,0,0
4007.0,25.0,180301.0,5,5,0,0,0
4007.0,25.0,180301.0,6,5,1,0,0
4007.0,25.0,180301.0,7,6,0,0,0
4007.0,25.0,180301.0,8,8,1,0,0
4007.0,25.0,180301.0,9,9,1,0,0
4007.0,25.0,180301.0,10,11,0,0,0
4007.0,25.0,180301.0,11,11,1,0,0
4007.0,25.0,180301.0,12,12,0,0,0
4007.0,25.0,180301.0,13,12,1,0,0
4007.0,25.0,180301.0,14,13,0,0,0
4007.0,25.0,180301.0,15,13,1,0,0
4007.0,25.0,180301.0,16,14,0,0,0
4007.0,25.0,180301.0,17,14,1,0,0
4007.0,25.0,180301.0,18,15,1,0,0
4007.0,25.0,180301.0,19,16,0,0,0
4007.0,25.0,180301.0,20,18,0,0,0
4007.0,25.0,180301.0,21,18,0,0,1
4007.0,25.0,180301.0,22,18,1,5,1
3009.0,17.0,356701.0,0,1,1,3,0
3009.0,17.0,356701.0,1,5,0,3,0
3009.0,17.0,356701.0,2,18,0,1,0
3009.0,17.0,356701.0,3,18,1,0,0
3009.0,17.0,356701.0,4,18,1,3,0
3009.0,17.0,356701.0,5,18,1,10,1
1008.0,9.0,260200.0,0,2,0,0,0
1008.0,9.0,260200.0,1,3,1,0,1
1008.0,9.0,260200.0,2,4,0,10,1
1008.0,9.0,260200.0,3,7,1,6,0
1008.0,9.0,260200.0,4,8,0,5,1
1008.0,9.0,260200.0,5,8,1,0,1
1008.0,9.0,260200.0,6,9,1,1,1
1008.0,9.0,260200.0,7,9,1,10,1
1008.0,9.0,260200.0,8,10,0,6,0
1008.0,9.0,260200.0,9,12,1,0,1
1008.0,9.0,260200.0,10,13,0,6,0
1008.0,9.0,260200.0,11,15,1,0,0
1008.0,9.0,260200.0,12,16,1,0,1
1008.0,9.0,260200.0,13,17,0,0,0
1008.0,9.0,260200.0,14,17,1,1,0
1008.0,9.0,260200.0,15,18,0,1,0
1008.0,9.0,260200.0,16,18,1,0,0
1008.0,9.0,260200.0,17,18,1,0,1
1008.0,9.0,260200.0,18,18,1,6,0
3009.0,13.0,811302.0,0,0,0,0,0
3009.0,13.0,811302.0,1,0,1,0,1
3009.0,13.0,811302.0,2,1,0,0,0
3009.0,13.0,811302.0,3,1,1,0,1
3009.0,13.0,811302.0,4,2,0,0,1
3009.0,13.0,811302.0,5,2,1,0,0
3009.0,13.0,811302.0,6,3,0,0,0
3009.0,13.0,811302.0,7,3,1,0,0
3009.0,13.0,811302.0,8,4,0,0,0
3009.0,13.0,811302.0,9,5,0,0,0
3009.0,13.0,811302.0,10,6,0,0,1
3009.0,13.0,811302.0,11,6,1,0,0
3009.0,13.0,811302.0,12,8,0,0,0
3009.0,13.0,811302.0,13,8,1,0,1
3009.0,13.0,811302.0,14,10,0,1,0
3009.0,13.0,811302.0,15,10,1,0,0
3009.0,13.0,811302.0,16,11,0,0,1
3009.0,13.0,811302.0,17,11,1,0,1
3009.0,13.0,811302.0,18,12,0,0,0
3009.0,13.0,811302.0,19,13,0,0,0
3009.0,13.0,811302.0,20,13,1,0,0
3009.0,13.0,811302.0,21,14,1,0,0
3009.0,13.0,811302.0,22,15,0,0,0
3009.0,13.0,811302.0,23,15,1,0,0
3009.0,13.0,811302.0,24,16,0,0,0
3009.0,13.0,811302.0,25,16,1,1,0
3009.0,13.0,811302.0,26,17,1,0,0
3009.0,13.0,811302.0,27,18,0,0,0
3009.0,13.0,811302.0,28,18,0,0,1
3009.0,13.0,811302.0,29,18,1,1,0
3009.0,13.0,811302.0,30,18,1,2,0
3009.0,13.0,811302.0,31,18,1,3,0
3009.0,13.0,811302.0,32,18,1,6,1
5008.0,17.0,340100.0,0,0,0,0,0
5008.0,17.0,340100.0,1,0,1,0,0
5008.0,17.0,340100.0,2,3,1,0,0
5008.0,17.0,340100.0,3,6,1,0,0
5008.0,17.0,340100.0,4,8,1,1,0
5008.0,17.0,340100.0,5,9,0,0,0
5008.0,17.0,340100.0,6,10,1,0,0
5008.0,17.0,340100.0,7,11,1,0,0
5008.0,17.0,340100.0,8,12,0,0,0
5008.0,17.0,340100.0,9,12,1,0,0
5008.0,17.0,340100.0,10,16,0,0,0
5008.0,17.0,340100.0,11,17,0,0,0
5008.0,17.0,340100.0,12,18,0,0,0
5008.0,17.0,340100.0,13,18,0,1,0
5008.0,17.0,340100.0,14,18,0,5,1
5008.0,17.0,340100.0,15,18,1,0,1
4004.0,17.0,356300.0,0,0,0,0,0
4004.0,17.0,356300.0,1,0,1,0,0
4004.0,17.0,356300.0,2,1,1,0,0
4004.0,17.0,356300.0,3,2,1,0,0
4004.0,17.0,356300.0,4,6,1,1,0
4004.0,17.0,356300.0,5,7,0,0,1
4004.0,17.0,356300.0,6,7,1,0,0
4004.0,17.0,356300.0,7,8,1,0,0
4004.0,17.0,356300.0,8,9,1,0,0
4004.0,17.0,356300.0,9,10,0,0,0
4004.0,17.0,356300.0,10,10,1,0,0
4004.0,17.0,356300.0,11,11,1,0,0
4004.0,17.0,356300.0,12,13,1,0,0
4004.0,17.0,356300.0,13,18,0,1,0
4004.0,17.0,356300.0,14,18,0,3,0
4004.0,17.0,356300.0,15,18,1,0,0
4004.0,17.0,356300.0,16,18,1,0,1
4008.0,9.0,210500.0,0,2,1,0,0
4008.0,9.0,210500.0,1,5,1,3,0
4008.0,9.0,210500.0,2,9,1,0,0
4008.0,9.0,210500.0,3,11,1,0,0
4008.0,9.0,210500.0,4,12,1,0,0
4008.0,9.0,210500.0,5,13,0,0,0
4008.0,9.0,210500.0,6,13,1,0,0
4008.0,9.0,210500.0,7,15,1,0,0
4008.0,9.0,210500.0,8,16,0,0,0
4008.0,9.0,210500.0,9,17,0,0,0
4008.0,9.0,210500.0,10,17,1,0,0
4008.0,9.0,210500.0,11,18,0,0,1
4008.0,9.0,210500.0,12,18,0,3,0
4008.0,9.0,210500.0,13,18,1,0,0
4004.0,1.0,10400.0,0,0,0,0,1
4004.0,1.0,10400.0,1,0,1,0,1
4004.0,1.0,10400.0,2,1,1,0,1
4004.0,1.0,10400.0,3,4,0,0,0
4004.0,1.0,10400.0,4,5,0,0,0
4004.0,1.0,10400.0,5,9,1,0,0
4004.0,1.0,10400.0,6,13,1,0,0
4004.0,1.0,10400.0,7,14,0,0,0
4004.0,1.0,10400.0,8,17,1,0,0
4004.0,1.0,10400.0,9,18,1,0,0
4004.0,1.0,10400.0,10,18,1,0,1
4003.0,13.0,802300.0,0,1,0,0,1
4003.0,13.0,802300.0,1,1,1,1,0
4003.0,13.0,802300.0,2,2,0,0,0
4003.0,13.0,802300.0,3,3,0,1,1
4003.0,13.0,802300.0,4,3,0,10,1
4003.0,13.0,802300.0,5,3,1,0,0
4003.0,13.0,802300.0,6,4,0,5,1
4003.0,13.0,802300.0,7,5,0,1,0
4003.0,13.0,802300.0,8,7,1,0,0
4003.0,13.0,802300.0,9,8,0,1,1
4003.0,13.0,802300.0,10,9,1,0,0
4003.0,13.0,802300.0,11,10,0,5,1
4003.0,13.0,802300.0,12,11,1,10,1
4003.0,13.0,802300.0,13,13,0,0,1
4003.0,13.0,802300.0,14,13,0,20,1
4003.0,13.0,802300.0,15,14,0,3,0
4003.0,13.0,802300.0,16,17,0,0,1
4003.0,13.0,802300.0,17,18,0,1,0
4003.0,13.0,802300.0,18,18,0,2,0
4003.0,13.0,802300.0,19,18,0,3,0
4003.0,13.0,802300.0,20,18,0,5,1
4003.0,13.0,802300.0,21,18,1,0,0
4003.0,13.0,802300.0,22,18,1,7,0
5006.0,9.0,202102.0,0,1,0,0,0
5006.0,9.0,202102.0,1,3,0,0,0
5006.0,9.0,202102.0,2,5,1,0,0
5006.0,9.0,202102.0,3,6,0,0,0
5006.0,9.0,202102.0,4,6,1,0,0
5006.0,9.0,202102.0,5,9,1,0,0
5006.0,9.0,202102.0,6,10,0,0,0
5006.0,9.0,202102.0,7,11,0,0,0
5006.0,9.0,202102.0,8,12,0,0,0
5006.0,9.0,202102.0,9,12,0,1,0
5006.0,9.0,202102.0,10,12,1,0,0
5006.0,9.0,202102.0,11,13,0,0,0
5006.0,9.0,202102.0,12,13,1,0,0
5006.0,9.0,202102.0,13,14,0,0,0
5006.0,9.0,202102.0,14,14,1,0,0
5006.0,9.0,202102.0,15,15,0,0,0
5006.0,9.0,202102.0,16,15,1,0,0
5006.0,9.0,202102.0,17,17,0,0,0
5006.0,9.0,202102.0,18,17,1,0,0
5006.0,9.0,202102.0,19,18,0,0,0
5006.0,9.0,202102.0,20,18,1,1,0
3003.0,25.0,130200.0,0,3,1,0,0
3003.0,25.0,130200.0,1,4,0,0,0
3003.0,25.0,130200.0,2,4,1,0,0
3003.0,25.0,130200.0,3,5,0,0,0
3003.0,25.0,130200.0,4,6,1,0,0
3003.0,25.0,130200.0,5,7,0,0,0
3003.0,25.0,130200.0,6,8,0,0,0
3003.0,25.0,130200.0,7,9,0,0,0
3003.0,25.0,130200.0,8,11,0,0,0
3003.0,25.0,130200.0,9,12,0,0,0
3003.0,25.0,130200.0,10,13,1,0,0
3003.0,25.0,130200.0,11,14,0,0,0
3003.0,25.0,130200.0,12,14,1,0,0
3003.0,25.0,130200.0,13,17,0,0,0
3003.0,25.0,130200.0,14,17,1,0,0
3003.0,25.0,130200.0,15,18,0,0,0
3003.0,25.0,130200.0,16,18,0,5,1
3003.0,25.0,130200.0,17,18,1,3,0
3005.0,27.0,731002.0,0,0,1,0,0
3005.0,27.0,731002.0,1,1,0,0,0
3005.0,27.0,731002.0,2,1,1,0,1
3005.0,27.0,731002.0,3,2,0,1,0
3005.0,27.0,731002.0,4,2,1,0,1
3005.0,27.0,731002.0,5,4,0,5,1
3005.0,27.0,731002.0,6,4,1,0,1
3005.0,27.0,731002.0,7,5,1,0,0
3005.0,27.0,731002.0,8,6,0,3,0
3005.0,27.0,731002.0,9,6,1,0,0
3005.0,27.0,731002.0,10,7,0,0,0
3005.0,27.0,731002.0,11,8,1,3,0
3005.0,27.0,731002.0,12,9,1,3,0
3005.0,27.0,731002.0,13,10,1,0,1
3005.0,27.0,731002.0,14,11,0,0,0
3005.0,27.0,731002.0,15,11,1,0,0
3005.0,27.0,731002.0,16,12,1,0,0
3005.0,27.0,731002.0,17,13,0,0,1
3005.0,27.0,731002.0,18,14,1,0,0
3005.0,27.0,731002.0,19,15,0,2,1
3005.0,27.0,731002.0,20,18,0,2,1
3005.0,27.0,731002.0,21,18,0,3,0
3005.0,27.0,731002.0,22,18,1,0,0
3005.0,27.0,731002.0,23,18,1,0,1
3005.0,27.0,731002.0,24,18,1,1,0
3005.0,27.0,731002.0,25,18,1,1,1
4017.0,17.0,321600.0,0,0,1,0,0
4017.0,17.0,321600.0,1,1,0,0,1
4017.0,17.0,321600.0,2,2,1,0,0
4017.0,17.0,321600.0,3,4,1,0,0
4017.0,17.0,321600.0,4,5,0,0,0
4017.0,17.0,321600.0,5,5,1,0,0
4017.0,17.0,321600.0,6,6,0,0,0
4017.0,17.0,321600.0,7,6,1,0,0
4017.0,17.0,321600.0,8,7,1,0,0
4017.0,17.0,321600.0,9,8,0,0,0
4017.0,17.0,321600.0,10,9,1,0,0
4017.0,17.0,321600.0,11,11,0,0,0
4017.0,17.0,321600.0,12,11,1,0,0
4017.0,17.0,321600.0,13,13,0,0,0
4017.0,17.0,321600.0,14,14,1,0,0
4017.0,17.0,321600.0,15,15,0,0,0
4017.0,17.0,321600.0,16,15,1,0,0
4017.0,17.0,321600.0,17,16,1,0,0
4017.0,17.0,321600.0,18,16,1,1,0
4017.0,17.0,321600.0,19,18,0,0,0
4017.0,17.0,321600.0,20,18,0,0,1
4017.0,17.0,321600.0,21,18,0,1,0
4017.0,17.0,321600.0,22,18,0,3,0
4017.0,17.0,321600.0,23,18,0,8,0
1006.0,27.0,757500.0,0,1,0,0,0
1006.0,27.0,757500.0,1,1,1,0,0
1006.0,27.0,757500.0,2,6,0,0,0
1006.0,27.0,757500.0,3,8,0,0,0
1006.0,27.0,757500.0,4,13,0,0,0
1006.0,27.0,757500.0,5,14,0,0,0
1006.0,27.0,757500.0,6,14,1,5,1
1006.0,27.0,757500.0,7,15,0,0,0
1006.0,27.0,757500.0,8,15,1,0,0
1006.0,27.0,757500.0,9,16,0,0,0
1006.0,27.0,757500.0,10,16,1,0,0
1006.0,27.0,757500.0,11,17,1,5,1
1006.0,27.0,757500.0,12,18,0,0,1
1006.0,27.0,757500.0,13,18,1,0,0
1006.0,27.0,757500.0,14,18,1,2,0
1006.0,27.0,757500.0,15,18,1,3,0
2027.0,13.0,812702.0,0,0,1,0,0
2027.0,13.0,812702.0,1,2,1,0,0
2027.0,13.0,812702.0,2,6,0,0,0
2027.0,13.0,812702.0,3,7,1,0,1
2027.0,13.0,812702.0,4,9,1,0,0
2027.0,13.0,812702.0,5,10,1,0,0
2027.0,13.0,812702.0,6,11,0,0,1
2027.0,13.0,812702.0,7,11,1,0,0
2027.0,13.0,812702.0,8,12,0,0,0
2027.0,13.0,812702.0,9,12,1,0,0
2027.0,13.0,812702.0,10,13,1,1,1
2027.0,13.0,812702.0,11,14,0,6,0
2027.0,13.0,812702.0,12,14,1,0,0
2027.0,13.0,812702.0,13,15,0,0,1
2027.0,13.0,812702.0,14,15,1,0,0
2027.0,13.0,812702.0,15,16,0,0,1
2027.0,13.0,812702.0,16,17,0,0,0
2027.0,13.0,812702.0,17,17,0,1,1
2027.0,13.0,812702.0,18,17,1,6,0
2027.0,13.0,812702.0,19,18,0,0,1
2027.0,13.0,812702.0,20,18,0,3,0
2027.0,13.0,812702.0,21,18,0,5,1
2027.0,13.0,812702.0,22,18,1,0,0
2011.0,5.0,641900.0,0,18,0,0,0
2011.0,5.0,641900.0,1,18,0,0,1
2011.0,5.0,641900.0,2,18,0,1,0
2011.0,5.0,641900.0,3,18,0,3,0
2011.0,5.0,641900.0,4,18,0,10,0
2011.0,5.0,641900.0,5,18,1,1,1
2011.0,5.0,641900.0,6,18,1,7,0
6014.0,17.0,325100.0,0,0,1,0,0
6014.0,17.0,325100.0,1,1,1,0,0
6014.0,17.0,325100.0,2,3,1,0,0
6014.0,17.0,325100.0,3,5,1,0,1
6014.0,17.0,325100.0,4,10,0,1,1
6014.0,17.0,325100.0,5,12,1,0,0
6014.0,17.0,325100.0,6,14,0,6,1
6014.0,17.0,325100.0,7,14,1,0,0
6014.0,17.0,325100.0,8,15,1,1,0
6014.0,17.0,325100.0,9,16,0,6,1
6014.0,17.0,325100.0,10,16,1,0,0
6014.0,17.0,325100.0,11,18,0,0,1
6014.0,17.0,325100.0,12,18,0,3,0
6014.0,17.0,325100.0,13,18,0,5,0
6014.0,17.0,325100.0,14,18,0,6,0
6014.0,17.0,325100.0,15,18,1,0,0
6014.0,17.0,325100.0,16,18,1,1,0
6014.0,17.0,325100.0,17,18,1,5,1
1055.0,21.0,413100.0,0,0,0,0,0
1055.0,21.0,413100.0,1,1,1,3,0
1055.0,21.0,413100.0,2,2,0,3,0
1055.0,21.0,413100.0,3,2,1,3,0
1055.0,21.0,413100.0,4,4,0,0,0
1055.0,21.0,413100.0,5,4,1,0,1
1055.0,21.0,413100.0,6,4,1,3,0
1055.0,21.0,413100.0,7,4,1,7,0
1055.0,21.0,413100.0,8,7,0,0,0
1055.0,21.0,413100.0,9,7,1,0,0
1055.0,21.0,413100.0,10,10,0,0,0
1055.0,21.0,413100.0,11,13,0,0,0
1055.0,21.0,413100.0,12,14,0,0,1
1055.0,21.0,413100.0,13,16,1,0,1
1055.0,21.0,413100.0,14,18,0,0,0
1055.0,21.0,413100.0,15,18,0,0,1
1055.0,21.0,413100.0,16,18,0,3,0
1055.0,21.0,413100.0,17,18,1,7,0
1055.0,21.0,413100.0,18,18,1,8,0
2012.0,9.0,203100.0,0,0,1,0,0
2012.0,9.0,203100.0,1,3,0,0,0
2012.0,9.0,203100.0,2,4,0,0,0
2012.0,9.0,203100.0,3,5,1,0,0
2012.0,9.0,203100.0,4,6,0,0,0
2012.0,9.0,203100.0,5,8,0,0,0
2012.0,9.0,203100.0,6,8,1,0,0
2012.0,9.0,203100.0,7,9,0,0,0
2012.0,9.0,203100.0,8,10,0,0,0
2012.0,9.0,203100.0,9,10,1,0,0
2012.0,9.0,203100.0,10,12,0,0,1
2012.0,9.0,203100.0,11,12,1,0,0
2012.0,9.0,203100.0,12,13,0,0,0
2012.0,9.0,203100.0,13,13,1,0,0
2012.0,9.0,203100.0,14,14,1,0,0
2012.0,9.0,203100.0,15,15,0,0,0
2012.0,9.0,203100.0,16,15,1,0,0
2012.0,9.0,203100.0,17,18,0,0,1
2012.0,9.0,203100.0,18,18,0,25,0
2012.0,9.0,203100.0,19,18,1,0,0
6012.0,13.0,802601.0,0,0,1,1,0
6012.0,13.0,802601.0,1,1,0,10,1
6012.0,13.0,802601.0,2,1,1,0,0
6012.0,13.0,802601.0,3,2,0,5,1
6012.0,13.0,802601.0,4,2,1,0,1
6012.0,13.0,802601.0,5,3,1,0,1
6012.0,13.0,802601.0,6,4,1,2,0
6012.0,13.0,802601.0,7,5,0,0,1
6012.0,13.0,802601.0,8,5,1,1,0
6012.0,13.0,802601.0,9,6,1,10,1
6012.0,13.0,802601.0,10,7,1,1,0
6012.0,13.0,802601.0,11,8,0,1,0
6012.0,13.0,802601.0,12,8,1,0,1
6012.0,13.0,802601.0,13,9,0,0,1
6012.0,13.0,802601.0,14,9,0,3,0
6012.0,13.0,802601.0,15,10,0,0,1
6012.0,13.0,802601.0,16,10,1,3,0
6012.0,13.0,802601.0,17,11,0,0,0
6012.0,13.0,802601.0,18,11,1,1,0
6012.0,13.0,802601.0,19,12,1,0,0
6012.0,13.0,802601.0,20,13,0,6,0
6012.0,13.0,802601.0,21,13,1,1,0
6012.0,13.0,802601.0,22,14,0,0,1
6012.0,13.0,802601.0,23,14,1,0,1
6012.0,13.0,802601.0,24,15,0,2,0
6012.0,13.0,802601.0,25,15,1,0,1
6012.0,13.0,802601.0,26,16,1,5,1
6012.0,13.0,802601.0,27,17,0,0,0
6012.0,13.0,802601.0,28,18,0,0,1
6012.0,13.0,802601.0,29,18,0,5,1
6012.0,13.0,802601.0,30,18,0,10,1
6012.0,13.0,802601.0,31,18,1,0,0
6012.0,13.0,802601.0,32,18,1,1,0
6012.0,13.0,802601.0,33,18,1,2,0
6012.0,13.0,802601.0,34,18,1,3,0
2007.0,17.0,356100.0,0,0,1,5,0
2007.0,17.0,356100.0,1,1,0,0,0
2007.0,17.0,356100.0,2,2,1,0,0
2007.0,17.0,356100.0,3,3,0,3,0
2007.0,17.0,356100.0,4,5,0,0,0
2007.0,17.0,356100.0,5,6,1,3,0
2007.0,17.0,356100.0,6,7,0,5,0
2007.0,17.0,356100.0,7,8,1,0,0
2007.0,17.0,356100.0,8,10,1,0,0
2007.0,17.0,356100.0,9,11,1,0,0
2007.0,17.0,356100.0,10,14,0,0,0
2007.0,17.0,356100.0,11,18,1,0,0
2007.0,17.0,356100.0,12,18,1,1,0
2007.0,17.0,356100.0,13,18,1,2,0
2007.0,17.0,356100.0,14,18,1,3,0
2000.0,17.0,369100.0,0,0,0,0,0
2000.0,17.0,369100.0,1,1,1,0,0
2000.0,17.0,369100.0,2,2,0,5,1
2000.0,17.0,369100.0,3,2,1,0,0
2000.0,17.0,369100.0,4,3,0,0,0
2000.0,17.0,369100.0,5,4,1,0,0
2000.0,17.0,369100.0,6,7,0,0,0
2000.0,17.0,369100.0,7,7,0,5,1
2000.0,17.0,369100.0,8,7,1,0,0
2000.0,17.0,369100.0,9,8,0,0,0
2000.0,17.0,369100.0,10,9,0,0,0
2000.0,17.0,369100.0,11,9,1,5,1
2000.0,17.0,369100.0,12,10,0,0,0
2000.0,17.0,369100.0,13,12,0,0,0
2000.0,17.0,369100.0,14,13,1,0,0
2000.0,17.0,369100.0,15,14,0,0,0
2000.0,17.0,369100.0,16,14,1,0,0
